"pid","gid","y1","y2","y3","ix","gx"
2446,73,4,4,3,3,1
2447,73,4,5,4,5,1
2448,73,4,5,4,4,1
2450,73,3,4,2,5,1
2452,73,5,4,4,4,1
2456,73,4,4,3,4,1
2458,73,4,4,4,4,1
2459,73,3,4,4,3,1
2460,73,4,4,3,4,1
2462,74,5,5,5,6,1
2464,74,4,5,4,3,1
2466,74,5,4,4,4,1
2467,74,4,5,4,5,1
2469,74,4,4,4,4,1
2470,74,3,3,3,4,1
2472,74,4,5,4,3,1
2476,74,2,2,2,4,1
2477,74,4,4,3,4,1
2478,74,4,4,3,5,1
2479,74,5,4,3,5,1
2480,74,3,4,4,4,1
2482,74,4,5,4,3,1
2483,74,3,4,3,2,1
2486,74,5,4,5,5,1
2487,74,4,6,4,4,1
2488,74,4,4,2,4,1
2490,74,4,4,4,3,1
2491,74,3,3,2,3,1
2492,74,4,5,5,4,1
2494,74,4,5,4,4,1
2497,74,4,4,3,3,1
2498,74,3,5,4,4,1
2499,74,3,4,3,3,1
2500,74,5,6,6,4,1
2501,74,4,4,4,4,1
2502,74,3,2,4,2,1
2506,75,4,4,4,4,1
2507,75,6,6,5,4,1
2509,75,4,4,4,5,1
2512,75,3,3,4,4,1
2514,75,4,4,4,4,1
2515,75,5,3,5,5,1
2518,75,4,5,4,4,1
2519,75,4,4,4,4,1
2520,75,4,4,3,4,1
2522,75,6,5,4,3,1
2523,75,2,3,3,5,1
2524,75,5,4,5,3,1
2525,75,3,4,4,3,1
2528,75,3,4,5,5,1
2529,75,3,3,3,4,1
2531,75,5,4,4,5,1
2535,75,4,4,4,5,1
2536,75,5,4,4,5,1
2537,75,3,4,3,4,1
2538,75,3,4,4,5,1
2539,75,4,4,3,3,1
2540,75,3,3,3,3,1
2541,75,3,3,4,4,1
2542,75,5,4,4,3,1
2543,75,4,4,4,4,1
2544,75,5,4,4,2,1
2546,75,4,4,4,3,1
2547,75,4,4,4,3,1
2548,76,4,3,3,2,1
2549,76,3,4,3,5,1
2550,76,4,4,4,4,1
2553,76,5,4,4,3,1
2554,76,4,3,5,5,1
2555,76,2,3,3,5,1
2556,76,5,3,4,4,1
2557,76,3,4,4,3,1
2559,76,3,4,2,5,1
2560,76,3,3,3,3,1
2562,76,3,3,4,4,1
2563,76,4,4,4,3,1
2564,76,5,6,5,5,1
2565,76,4,4,3,4,1
2566,76,3,4,3,3,1
2567,76,3,4,4,2,1
2568,76,4,3,3,4,1
2570,76,4,4,3,4,1
2571,76,4,5,4,3,1
2573,76,4,5,5,5,1
2574,76,4,3,4,4,1
2578,76,4,5,3,4,1
2579,76,2,3,2,3,1
2581,76,5,5,4,4,1
2583,76,4,4,4,5,1
2585,76,4,5,4,4,1
2588,76,4,6,5,4,1
2589,76,4,4,4,4,1
2590,76,5,5,5,3,1
2591,76,6,4,4,4,1
2592,76,3,3,3,5,1
2594,76,5,5,4,4,1
2596,77,3,3,3,5,1
2597,77,4,5,4,4,1
2598,77,4,4,4,4,1
2600,77,6,4,6,4,1
2601,77,5,5,5,5,1
2603,77,3,4,3,3,1
2608,77,2,4,3,4,1
2609,77,5,6,5,3,1
2610,77,4,4,3,4,1
2611,77,4,3,4,5,1
2612,77,5,4,4,4,1
2615,77,4,5,4,3,1
2616,77,3,4,4,4,1
2617,77,5,4,4,4,1
2618,77,5,5,5,3,1
2619,77,5,6,5,2,1
2621,77,5,5,5,5,1
2622,77,4,5,4,5,1
2623,77,5,5,4,3,1
2624,77,3,4,2,3,1
2625,77,5,4,5,4,1
2628,77,3,4,4,3,1
2629,77,3,3,3,4,1
2630,77,2,3,3,3,1
2631,77,3,3,4,4,1
2634,77,3,3,3,5,1
2635,77,4,3,4,3,1
2637,77,4,4,4,3,1
2642,78,4,3,4,4,1
2644,78,5,5,3,4,1
2645,78,3,5,4,3,1
2646,78,4,4,4,4,1
2648,78,3,3,3,3,1
2650,78,5,5,4,3,1
2651,78,4,4,3,4,1
2652,78,2,2,2,3,1
2654,78,4,3,3,4,1
2655,78,4,4,3,4,1
2658,78,5,5,5,4,1
2660,78,3,2,4,3,1
2662,78,4,4,3,3,1
2663,78,4,5,4,4,1
2665,78,4,4,4,5,1
2666,78,3,3,2,4,1
2667,78,3,3,2,3,1
2668,78,4,4,4,4,1
2669,78,6,5,5,4,1
2673,78,5,3,3,4,1
2674,78,4,4,3,3,1
2675,78,3,4,4,4,1
2679,78,4,3,4,3,1
2682,79,6,5,5,5,1
2683,79,4,5,2,4,1
2685,79,4,4,5,4,1
2688,79,5,4,3,2,1
2689,79,3,3,2,4,1
2691,79,2,3,3,4,1
2692,79,5,4,3,4,1
2693,79,4,4,4,3,1
2695,79,3,5,4,4,1
2698,79,3,4,2,2,1
2699,79,4,4,4,5,1
2702,79,4,4,4,3,1
2703,79,3,3,2,3,1
2704,79,4,5,4,4,1
2705,79,4,4,3,3,1
2707,79,4,4,4,4,1
2708,79,4,4,4,4,1
2709,79,3,3,3,3,1
2711,79,4,5,4,4,1
2712,79,5,4,5,3,1
2713,79,5,4,5,4,1
2715,79,4,5,4,3,1
2717,79,4,5,3,4,1
2718,79,3,4,4,4,1
2719,79,4,3,3,4,1
2720,79,4,3,3,3,1
2723,79,4,3,4,2,1
2724,79,4,5,3,4,1
2726,80,5,5,4,2,1
2727,80,4,3,4,5,1
2729,80,3,3,3,4,1
2730,80,4,5,3,5,1
2733,80,4,5,4,4,1
2735,80,4,5,4,4,1
2737,80,4,3,3,5,1
2739,80,4,3,4,4,1
2745,80,4,3,3,3,1
2746,80,3,4,2,4,1
2747,80,3,3,3,4,1
2750,80,4,4,4,3,1
2756,80,6,5,5,4,1
2757,80,4,4,4,4,1
2758,80,3,3,3,4,1
2760,80,4,4,3,4,1
2761,80,2,3,3,4,1
2764,80,4,4,4,4,1
2766,80,5,5,4,4,1
2767,80,3,2,2,4,1
2769,80,5,4,4,4,1
2770,80,4,4,3,2,1
2772,81,4,4,3,4,1
2775,81,4,4,4,4,1
2776,81,3,4,3,6,1
2780,81,3,3,4,3,1
2781,81,3,5,3,4,1
2782,81,4,4,3,2,1
2783,81,5,5,5,4,1
2785,81,4,4,4,4,1
2786,81,4,4,4,4,1
2787,81,3,4,3,4,1
2788,81,5,4,4,1,1
2789,81,3,4,4,4,1
2792,81,4,4,4,3,1
2793,81,3,3,4,4,1
2794,81,3,3,4,3,1
2795,81,3,3,3,4,1
2796,81,4,4,4,4,1
2797,81,3,4,4,3,1
2799,81,4,4,4,4,1
2804,81,4,5,4,3,1
2805,81,3,2,3,3,1
2806,81,4,5,4,4,1
2807,81,4,4,3,4,1
2812,81,4,4,4,4,1
2813,81,3,4,4,5,1
2814,81,4,4,4,3,1
2816,81,4,3,4,4,1
2818,81,3,2,3,4,1
2819,82,4,4,3,4,1
2821,82,4,4,4,5,1
2823,82,3,3,4,6,1
2824,82,5,5,5,4,1
2825,82,4,4,3,3,1
2827,82,4,4,4,4,1
2830,82,3,4,4,4,1
2831,82,4,4,4,5,1
2833,82,4,4,4,4,1
2834,82,3,2,2,5,1
2836,82,4,3,4,5,1
2837,82,4,4,4,4,1
2841,82,3,4,3,3,1
2842,82,3,4,3,4,1
2843,82,3,3,2,3,1
2844,82,3,3,4,4,1
2846,82,4,3,4,3,1
2851,82,4,3,4,4,1
2852,82,5,4,4,4,1
2856,82,4,4,3,4,1
2858,82,4,3,3,3,1
2859,82,2,3,2,4,1
2860,83,6,5,5,4,1
2862,83,3,2,3,3,1
2863,83,3,4,3,3,1
2867,83,6,5,4,4,1
2869,83,5,4,4,3,1
2873,83,4,3,3,4,1
2875,83,4,4,3,4,1
2876,83,3,4,3,4,1
2877,83,5,4,5,4,1
2881,83,5,5,4,4,1
2882,83,4,5,3,3,1
2883,83,4,4,3,4,1
2884,83,5,4,4,4,1
2885,83,3,3,4,4,1
2890,83,4,4,4,5,1
2892,83,2,3,3,3,1
2893,83,3,3,3,3,1
2894,83,3,4,4,4,1
2896,83,2,3,3,4,1
2897,83,3,4,4,4,1
2902,83,4,4,4,3,1
2903,84,4,5,5,3,1
2909,84,6,5,5,4,1
2913,84,5,4,3,3,1
2914,84,5,5,5,5,1
2916,84,1,3,3,3,1
2917,84,3,3,2,5,1
2918,84,5,4,3,4,1
2920,84,3,4,3,3,1
2922,84,3,3,2,3,1
2923,84,4,4,3,4,1
2924,84,3,3,3,4,1
2928,84,4,4,4,2,1
2929,84,4,4,3,4,1
2930,84,4,5,4,4,1
2932,84,3,4,3,4,1
2933,84,3,4,3,3,1
2935,84,5,4,4,4,1
2937,84,4,3,4,4,1
2938,84,2,3,3,4,1
2939,84,4,4,3,3,1
2940,84,3,1,2,5,1
2941,84,3,4,4,4,1
2942,84,4,4,4,5,1
2944,84,4,4,4,4,1
2945,84,4,5,5,3,1
2946,84,5,6,4,5,1
2947,84,3,3,3,4,1
2948,85,3,5,4,4,1
2949,85,3,3,3,3,1
2950,85,6,4,5,3,1
2954,85,3,2,2,3,1
2955,85,4,3,3,3,1
2956,85,4,4,2,3,1
2962,85,4,5,5,5,1
2963,85,2,3,3,2,1
2964,85,3,5,4,5,1
2965,85,5,4,4,4,1
2968,85,3,3,3,2,1
2969,85,4,3,4,3,1
2970,85,5,4,4,4,1
2972,85,4,2,3,4,1
2973,85,4,4,4,3,1
2975,85,3,3,4,5,1
2978,85,4,5,4,3,1
2979,85,3,4,3,3,1
2982,85,3,4,3,2,1
2983,85,3,3,3,3,1
2984,85,5,4,5,3,1
2986,85,4,5,4,4,1
2987,85,5,4,5,5,1
2988,85,4,4,3,4,1
2989,85,5,5,4,5,1
2991,85,5,5,5,4,1
2996,86,4,4,3,4,1
2997,86,5,5,4,4,1
2999,86,3,4,4,3,1
3000,86,4,4,5,5,1
3002,86,6,4,4,4,1
3004,86,5,4,3,4,1
3006,86,3,4,3,4,1
3007,86,2,4,4,4,1
3008,86,4,4,3,3,1
3010,86,5,5,3,3,1
3012,86,3,4,4,4,1
3014,86,3,4,3,3,1
3017,86,4,4,3,3,1
3018,86,4,4,3,2,1
3019,86,4,4,4,5,1
3021,86,4,3,4,3,1
3022,86,4,4,4,3,1
3024,86,4,3,3,5,1
3031,86,2,2,3,5,1
3032,86,4,4,3,4,1
3035,86,5,4,5,4,1
3036,86,4,3,3,4,1
3037,86,4,2,3,4,1
3038,87,3,3,3,6,1
3039,87,3,3,4,3,1
3040,87,4,3,4,3,1
3041,87,3,3,3,3,1
3043,87,5,4,4,5,1
3044,87,5,4,3,2,1
3045,87,4,4,5,4,1
3047,87,4,3,3,3,1
3049,87,5,5,5,4,1
3051,87,5,3,4,3,1
3052,87,3,4,4,3,1
3053,87,3,2,2,3,1
3054,87,3,4,3,3,1
3057,87,4,4,4,5,1
3058,87,4,4,4,4,1
3059,87,4,4,4,4,1
3060,87,2,4,3,2,1
3061,87,4,5,4,4,1
3065,87,3,2,3,2,1
3066,87,4,4,4,3,1
3068,87,4,4,3,4,1
3070,87,4,5,4,5,1
3073,87,2,3,3,3,1
3074,87,3,3,4,4,1
3075,87,4,5,4,2,1
3076,87,4,4,4,3,1
3079,87,5,3,5,5,1
3081,88,4,4,4,3,1
3087,88,4,4,4,4,1
3091,88,4,4,4,4,1
3093,88,4,4,4,4,1
3094,88,3,4,4,5,1
3095,88,5,4,3,3,1
3096,88,3,3,3,5,1
3101,88,5,4,5,4,1
3102,88,4,3,4,3,1
3104,88,6,5,5,4,1
3105,88,2,2,3,4,1
3108,88,3,3,3,4,1
3109,88,2,4,2,3,1
3114,88,3,5,4,2,1
3115,88,6,5,5,3,1
3117,88,4,3,4,4,1
3118,88,4,4,4,3,1
3122,88,5,4,5,3,1
3124,89,3,4,3,4,1
3127,89,4,3,3,4,1
3129,89,5,5,5,3,1
3130,89,5,5,4,3,1
3131,89,5,4,5,3,1
3132,89,5,5,5,3,1
3133,89,5,5,5,4,1
3134,89,4,4,4,3,1
3136,89,2,3,4,4,1
3137,89,4,4,4,3,1
3138,89,4,4,4,4,1
3142,89,4,4,4,4,1
3144,89,3,4,4,5,1
3145,89,4,4,3,4,1
3147,89,5,6,5,4,1
3148,89,3,3,4,3,1
3156,89,4,4,4,4,1
3158,89,3,4,3,4,1
3161,89,3,4,4,4,1
3162,89,4,4,4,4,1
3163,89,2,3,3,3,1
3164,89,3,2,3,3,1
3167,89,3,4,4,3,1
3169,89,3,4,2,3,1
3170,89,4,4,4,3,1
3171,89,4,4,4,4,1
3173,90,3,4,4,4,1
3174,90,4,4,4,3,1
3175,90,4,6,4,4,1
3177,90,4,5,4,5,1
3180,90,4,3,3,5,1
3182,90,4,4,4,4,1
3184,90,4,3,4,3,1
3187,90,4,4,4,5,1
3188,90,4,4,4,6,1
3189,90,4,4,4,3,1
3191,90,4,4,4,4,1
3192,90,3,4,3,4,1
3194,90,4,3,3,3,1
3195,90,4,4,4,5,1
3198,90,4,5,3,2,1
3199,90,4,5,4,4,1
3200,90,3,3,4,4,1
3205,90,4,5,4,4,1
3206,90,4,3,4,3,1
3208,90,6,4,4,2,1
3209,90,2,3,3,4,1
3210,90,4,5,4,3,1
3211,90,4,5,4,3,1
3213,90,5,3,3,5,1
3214,90,3,4,2,4,1
3215,90,4,5,4,4,1
3216,90,5,4,5,5,1
