"g1id","g2id","y","ix","g1x","g2x"
8,16,4,5,1,0
74,16,4,5,0,0
82,16,4,4,0,0
7,16,4,2,0,0
95,16,4,5,0,0
60,16,3,3,0,0
95,16,4,4,0,0
8,16,5,5,1,0
8,16,3,4,1,0
119,16,3,4,0,0
73,16,4,3,0,0
86,16,6,4,0,0
41,16,3,4,1,0
145,16,5,5,0,0
76,16,3,4,1,0
146,16,5,4,1,0
61,16,3,3,1,0
132,16,3,4,0,0
93,16,2,4,1,0
99,16,3,4,1,0
12,16,5,4,1,0
84,16,3,5,1,0
67,16,6,4,1,0
61,16,5,5,1,0
10,16,4,5,0,0
103,16,4,3,1,0
45,16,5,4,1,0
115,16,5,5,1,0
133,16,4,4,1,0
7,16,5,3,0,0
72,16,4,4,1,0
125,16,4,4,1,0
125,16,5,4,1,0
108,16,3,4,0,0
86,16,5,5,0,0
59,16,4,4,0,0
7,16,5,3,0,0
13,16,4,3,1,0
25,16,4,4,1,0
9,16,4,5,1,0
44,16,4,5,1,0
149,16,6,4,0,0
27,16,3,4,0,0
92,16,4,4,0,0
127,16,6,5,0,0
6,16,4,4,1,0
117,16,4,3,1,0
7,16,6,4,0,0
13,16,4,4,1,0
48,16,4,4,0,0
48,16,4,4,0,0
84,16,3,4,1,0
101,16,6,4,0,0
49,16,5,4,0,0
136,16,3,3,1,0
103,16,5,5,1,0
68,16,3,4,0,0
86,16,5,4,0,0
106,16,6,4,1,0
63,16,4,4,1,0
99,16,4,4,1,0
123,16,3,4,1,0
100,16,4,3,1,0
135,16,4,4,1,0
42,16,5,4,1,0
113,16,5,4,0,0
15,16,5,3,0,0
131,16,3,4,0,0
62,16,5,4,0,0
16,16,5,4,1,0
5,16,3,3,0,0
121,16,5,5,0,0
145,16,5,3,0,0
123,16,3,5,1,0
106,16,4,4,1,0
101,16,5,3,0,0
72,16,5,4,1,0
125,16,5,4,1,0
92,16,5,4,0,0
144,16,4,3,1,0
29,16,3,3,0,0
24,16,3,2,1,0
134,16,5,5,0,0
18,16,2,3,1,0
30,16,4,2,1,0
72,16,5,4,1,0
55,16,4,4,0,0
4,16,3,3,1,0
39,16,5,3,1,0
144,16,3,3,1,0
128,16,4,4,0,0
65,16,5,4,0,0
30,16,5,4,1,0
30,16,5,3,1,0
130,16,5,4,0,0
44,16,2,3,1,0
44,16,3,3,1,0
87,16,3,4,0,0
12,16,5,4,1,0
122,16,4,2,0,0
88,16,4,3,1,0
105,16,4,3,0,0
140,16,5,5,0,0
54,16,6,4,0,0
136,16,5,4,1,0
38,16,5,6,0,0
39,16,5,5,1,0
16,16,5,5,1,0
22,16,3,4,1,0
104,16,2,3,0,0
6,16,4,4,1,0
52,16,5,5,0,0
139,16,5,4,1,0
1,16,4,4,0,0
14,16,4,3,0,0
3,16,2,3,0,0
3,16,4,4,0,0
50,16,4,5,0,0
22,16,3,4,1,0
5,16,4,5,0,0
104,16,4,4,0,0
52,16,4,4,0,0
139,16,5,4,1,0
89,16,4,3,1,0
136,16,4,3,1,0
21,16,5,5,0,0
140,16,5,4,0,0
20,16,5,3,1,0
141,16,3,4,1,0
53,16,4,3,1,0
141,16,3,3,1,0
20,16,6,5,1,0
52,16,4,3,0,0
35,16,4,3,1,0
53,16,6,5,1,0
35,16,4,4,1,0
2,16,4,4,1,0
22,16,4,4,1,0
70,16,3,4,0,0
105,16,5,2,0,0
128,17,6,4,0,1
94,17,4,3,1,1
146,17,5,5,1,1
146,17,6,5,1,1
113,17,3,4,0,1
11,17,4,3,0,1
128,17,5,5,0,1
132,17,3,5,0,1
97,17,6,5,0,1
133,17,5,4,1,1
12,17,4,2,1,1
147,17,3,3,0,1
132,17,4,4,0,1
111,17,4,3,0,1
7,17,5,4,0,1
129,17,5,4,1,1
116,17,5,4,0,1
95,17,3,5,0,1
8,17,4,4,1,1
84,17,5,4,1,1
130,17,2,3,0,1
99,17,4,6,1,1
134,17,4,3,0,1
146,17,6,3,1,1
129,17,4,3,1,1
107,17,3,3,0,1
78,17,4,4,1,1
96,17,5,4,1,1
148,17,4,4,1,1
86,17,3,4,0,1
98,17,5,4,1,1
133,17,4,3,1,1
127,17,4,6,0,1
145,17,4,4,0,1
145,17,5,6,0,1
145,17,6,5,0,1
134,17,4,4,0,1
83,17,3,3,1,1
42,17,4,4,1,1
90,17,4,5,0,1
43,17,2,3,0,1
125,17,5,4,1,1
79,17,5,4,0,1
4,17,5,5,1,1
116,17,5,5,0,1
94,17,4,3,1,1
59,17,4,3,0,1
77,17,4,5,0,1
123,17,4,3,1,1
80,17,5,5,0,1
93,17,4,4,1,1
93,17,4,4,1,1
117,17,3,3,1,1
134,17,4,3,0,1
89,17,5,5,1,1
89,17,3,5,1,1
124,17,5,4,0,1
107,17,3,3,0,1
3,17,4,4,0,1
143,17,5,3,1,1
143,17,5,5,1,1
16,17,4,5,1,1
150,17,4,6,0,1
117,17,3,4,1,1
76,17,4,5,1,1
24,17,5,4,1,1
7,17,5,5,0,1
146,17,5,5,1,1
43,17,4,4,0,1
61,17,5,2,1,1
114,17,6,4,0,1
109,17,3,4,1,1
62,17,5,3,0,1
92,17,4,5,0,1
92,17,3,5,0,1
28,17,4,3,0,1
75,17,4,3,1,1
64,17,6,5,0,1
99,17,4,4,1,1
64,17,4,4,0,1
140,17,4,4,0,1
118,17,5,4,0,1
48,17,6,5,0,1
72,17,5,4,1,1
136,17,4,4,1,1
137,17,3,3,1,1
144,17,4,3,1,1
41,17,3,3,1,1
117,17,3,4,1,1
108,17,2,4,0,1
138,17,2,4,0,1
42,17,4,3,1,1
9,17,5,3,1,1
44,17,5,4,1,1
62,17,4,3,0,1
121,17,4,4,0,1
75,17,5,5,1,1
99,17,4,4,1,1
88,17,4,4,1,1
72,17,5,4,1,1
102,17,3,4,0,1
120,17,6,4,1,1
39,17,3,4,1,1
23,17,3,5,1,1
88,17,4,4,1,1
106,17,3,4,1,1
48,17,3,3,0,1
141,17,3,3,1,1
55,17,4,5,0,1
86,17,3,3,0,1
138,17,4,3,0,1
104,17,5,4,0,1
40,17,4,3,0,1
64,17,4,5,0,1
25,17,5,5,1,1
27,17,5,5,0,1
68,17,3,4,0,1
22,17,5,4,1,1
29,17,5,5,0,1
105,17,4,5,0,1
54,17,5,4,0,1
72,17,4,3,1,1
3,17,3,4,0,1
32,17,3,4,0,1
120,17,5,4,1,1
22,17,5,5,1,1
28,17,5,5,0,1
105,17,5,3,0,1
21,17,4,4,0,1
56,17,3,3,1,1
86,17,4,5,0,1
5,17,5,3,0,1
106,17,4,4,1,1
36,17,5,4,0,1
14,17,5,4,0,1
37,17,5,5,0,1
37,17,4,4,0,1
106,17,5,4,1,1
35,17,4,3,1,1
49,17,3,4,0,1
38,17,3,4,0,1
34,17,2,3,0,1
69,17,5,5,1,1
33,17,4,4,0,1
36,17,5,5,0,1
66,17,5,5,1,1
17,17,3,3,0,1
34,17,4,3,0,1
53,17,3,4,1,1
53,17,4,5,1,1
1,17,4,4,0,1
70,17,4,4,0,1
97,18,4,4,0,1
84,18,2,3,1,1
116,18,5,6,0,1
60,18,5,4,0,1
129,18,5,4,1,1
78,18,4,4,1,1
96,18,3,4,1,1
81,18,4,5,1,1
81,18,4,5,1,1
63,18,3,3,1,1
61,18,5,5,1,1
93,18,5,4,1,1
11,18,3,4,0,1
127,18,3,5,0,1
89,18,4,4,1,1
60,18,5,5,0,1
84,18,4,3,1,1
79,18,5,4,0,1
114,18,2,4,0,1
91,18,4,4,0,1
81,18,4,4,1,1
63,18,4,5,1,1
76,18,5,5,1,1
132,18,4,4,0,1
77,18,6,3,0,1
124,18,4,5,0,1
136,18,5,3,1,1
125,18,4,4,1,1
148,18,5,5,1,1
45,18,4,4,1,1
63,18,4,4,1,1
40,18,4,5,0,1
59,18,6,5,0,1
8,18,4,4,1,1
101,18,4,3,0,1
8,18,5,4,1,1
26,18,5,4,1,1
85,18,5,5,0,1
120,18,5,5,1,1
115,18,5,4,1,1
128,18,4,3,0,1
77,18,6,5,0,1
90,18,5,4,0,1
102,18,3,5,0,1
55,18,4,4,0,1
108,18,4,4,0,1
91,18,5,4,0,1
91,18,4,4,0,1
109,18,4,3,1,1
22,18,4,5,1,1
132,18,3,3,0,1
75,18,2,4,1,1
7,18,4,5,0,1
95,18,3,3,0,1
25,18,5,4,1,1
90,18,5,4,0,1
9,18,5,5,1,1
64,18,3,4,0,1
111,18,4,3,0,1
101,18,3,3,0,1
102,18,4,2,0,1
67,18,4,5,1,1
79,18,5,4,0,1
121,18,2,3,0,1
149,18,5,5,0,1
106,18,4,3,1,1
54,18,3,3,0,1
54,18,6,5,0,1
54,18,4,2,0,1
54,18,4,4,0,1
142,18,4,3,1,1
142,18,5,5,1,1
38,18,4,4,0,1
74,18,5,4,0,1
133,18,4,3,1,1
41,18,4,3,1,1
30,18,5,5,1,1
7,18,4,4,0,1
25,18,4,4,1,1
72,18,3,5,1,1
43,18,4,3,0,1
85,18,5,4,0,1
148,18,2,4,1,1
75,18,3,3,1,1
87,18,5,5,0,1
88,18,2,2,1,1
47,18,4,4,0,1
30,18,5,6,1,1
120,18,4,3,1,1
27,18,5,3,0,1
11,18,4,3,0,1
122,18,4,4,0,1
24,18,4,4,1,1
88,18,3,4,1,1
53,18,3,3,1,1
72,18,3,4,1,1
125,18,2,4,1,1
103,18,5,4,1,1
74,18,5,3,0,1
39,18,4,4,1,1
39,18,2,4,1,1
39,18,4,4,1,1
115,18,4,3,1,1
23,18,5,4,1,1
12,18,5,4,1,1
13,18,5,4,1,1
42,18,5,5,1,1
146,18,4,6,1,1
101,18,3,4,0,1
118,18,5,4,0,1
130,18,4,4,0,1
130,18,3,4,0,1
9,18,4,5,1,1
73,18,3,3,0,1
32,18,3,4,0,1
131,18,4,4,0,1
87,18,6,4,0,1
133,18,5,5,1,1
88,18,4,4,1,1
105,18,5,4,0,1
70,18,2,3,0,1
139,18,4,4,1,1
140,18,3,3,0,1
30,18,5,3,1,1
118,18,4,3,0,1
49,18,4,3,0,1
49,18,5,3,0,1
87,18,5,3,0,1
105,18,4,4,0,1
123,18,4,4,1,1
38,18,4,4,0,1
38,18,4,3,0,1
103,18,5,3,1,1
68,18,4,4,0,1
22,18,5,4,1,1
104,18,5,4,0,1
52,18,3,5,0,1
122,18,4,4,0,1
36,18,4,4,0,1
49,18,5,3,0,1
31,18,3,5,0,1
21,18,4,5,0,1
51,18,4,5,1,1
69,18,3,3,1,1
17,18,4,4,0,1
53,18,3,4,1,1
19,18,4,5,1,1
141,18,5,4,1,1
3,18,5,4,0,1
20,18,5,3,1,1
137,18,4,4,1,1
34,18,3,3,0,1
1,18,5,3,0,1
19,18,4,3,1,1
14,18,6,5,0,1
136,18,6,4,1,1
2,18,5,5,1,1
33,18,5,5,0,1
16,18,5,5,1,1
19,18,5,5,1,1
141,18,5,4,1,1
18,18,3,2,1,1
3,18,6,5,0,1
59,19,4,5,0,1
95,19,3,4,0,1
61,19,4,3,1,1
78,19,5,3,1,1
112,19,4,3,0,1
62,19,5,3,0,1
93,19,6,5,1,1
129,19,4,4,1,1
112,19,2,2,0,1
111,19,5,3,0,1
9,19,4,4,1,1
126,19,3,4,1,1
12,19,4,3,1,1
128,19,3,4,0,1
94,19,4,5,1,1
118,19,5,4,0,1
107,19,4,4,0,1
113,19,5,4,0,1
126,19,4,4,1,1
13,19,5,4,1,1
7,19,4,3,0,1
78,19,4,4,1,1
125,19,4,4,1,1
125,19,5,4,1,1
97,19,5,4,0,1
97,19,4,4,0,1
81,19,6,4,1,1
42,19,4,2,1,1
26,19,5,4,1,1
15,19,5,4,0,1
43,19,2,3,0,1
125,19,4,4,1,1
45,19,5,3,1,1
23,19,5,4,1,1
23,19,4,3,1,1
23,19,4,4,1,1
93,19,4,4,1,1
116,19,5,4,0,1
89,19,4,5,1,1
83,19,5,4,1,1
124,19,3,4,0,1
91,19,5,5,0,1
29,19,5,4,0,1
29,19,5,4,0,1
99,19,4,3,1,1
95,19,3,4,0,1
60,19,4,3,0,1
114,19,2,3,0,1
92,19,4,5,0,1
92,19,4,4,0,1
127,19,3,2,0,1
41,19,5,4,1,1
82,19,3,5,0,1
82,19,3,4,0,1
118,19,4,4,0,1
118,19,5,3,0,1
61,19,4,3,1,1
79,19,4,4,0,1
16,19,4,3,1,1
149,19,4,4,0,1
98,19,4,3,1,1
127,19,4,6,0,1
133,19,3,3,1,1
88,19,5,5,1,1
123,19,4,2,1,1
40,19,4,4,0,1
75,19,3,4,1,1
144,19,4,5,1,1
58,19,3,3,1,1
145,19,4,4,0,1
59,19,3,3,0,1
8,19,6,5,1,1
148,19,5,4,1,1
148,19,5,5,1,1
5,19,3,3,0,1
5,19,4,4,0,1
45,19,4,4,1,1
46,19,4,3,0,1
30,19,6,6,1,1
49,19,4,3,0,1
14,19,3,4,0,1
4,19,3,3,1,1
104,19,4,3,0,1
17,19,4,4,0,1
46,19,4,4,0,1
122,19,4,3,0,1
122,19,4,3,0,1
134,19,3,3,0,1
20,19,3,3,1,1
38,19,3,3,0,1
126,19,4,5,1,1
144,19,4,3,1,1
23,19,4,3,1,1
133,19,5,6,1,1
88,19,5,5,1,1
60,19,4,5,0,1
67,19,5,4,1,1
131,19,4,4,0,1
16,19,4,5,1,1
86,19,3,4,0,1
47,19,4,4,0,1
48,19,3,3,0,1
32,19,4,5,0,1
85,19,4,6,0,1
70,19,3,4,0,1
70,19,3,4,0,1
105,19,6,4,0,1
19,19,4,4,1,1
89,19,4,5,1,1
3,19,3,3,0,1
3,19,3,4,0,1
15,19,6,4,0,1
79,19,4,4,0,1
149,19,3,4,0,1
47,19,4,4,0,1
76,19,2,4,1,1
36,19,3,5,0,1
135,19,5,4,1,1
136,19,3,4,1,1
9,19,4,4,1,1
136,19,4,5,1,1
85,19,4,5,0,1
44,19,5,4,1,1
85,19,4,3,0,1
53,19,4,6,1,1
70,19,3,5,0,1
139,19,5,3,1,1
71,19,3,4,0,1
72,19,5,3,1,1
49,19,5,3,0,1
67,19,5,5,1,1
65,19,4,3,0,1
54,19,4,5,0,1
141,19,3,4,1,1
136,19,5,4,1,1
137,19,3,4,1,1
66,19,3,4,1,1
17,19,4,5,0,1
55,19,4,4,0,1
140,19,3,4,0,1
49,19,4,4,0,1
51,19,4,3,1,1
52,19,4,3,0,1
135,19,5,4,1,1
50,19,4,4,0,1
54,19,5,4,0,1
129,20,5,4,1,0
59,20,3,4,0,0
92,20,5,5,0,0
78,20,4,4,1,0
110,20,6,4,1,0
92,20,3,2,0,0
62,20,3,4,0,0
150,20,4,4,0,0
75,20,4,4,1,0
77,20,3,4,0,0
94,20,3,3,1,0
130,20,3,3,0,0
73,20,4,5,0,0
144,20,3,4,1,0
145,20,5,3,0,0
112,20,3,4,0,0
100,20,4,4,1,0
7,20,4,2,0,0
113,20,4,4,0,0
9,20,4,3,1,0
43,20,5,4,0,0
43,20,5,4,0,0
114,20,5,4,0,0
98,20,4,5,1,0
145,20,6,4,0,0
129,20,5,4,1,0
65,20,4,5,0,0
83,20,2,3,1,0
129,20,6,5,1,0
8,20,4,4,1,0
72,20,5,3,1,0
107,20,3,5,0,0
142,20,3,3,1,0
108,20,3,3,0,0
39,20,5,4,1,0
132,20,4,4,0,0
132,20,5,5,0,0
93,20,6,4,1,0
116,20,4,5,0,0
112,20,4,5,0,0
130,20,3,4,0,0
4,20,5,3,1,0
96,20,6,6,1,0
125,20,5,4,1,0
131,20,4,4,0,0
132,20,5,4,0,0
109,20,3,4,1,0
46,20,3,3,0,0
58,20,5,4,1,0
1,20,5,5,0,0
100,20,3,3,1,0
118,20,5,5,0,0
124,20,5,3,0,0
90,20,5,5,0,0
38,20,5,5,0,0
80,20,5,5,0,0
132,20,5,4,0,0
45,20,5,4,1,0
115,20,4,3,1,0
94,20,4,5,1,0
3,20,3,5,0,0
60,20,7,5,0,0
9,20,4,3,1,0
38,20,5,4,0,0
38,20,6,5,0,0
114,20,5,4,0,0
149,20,6,4,0,0
127,20,3,3,0,0
64,20,3,4,0,0
41,20,3,3,1,0
117,20,4,3,1,0
48,20,2,4,0,0
66,20,6,5,1,0
45,20,4,2,1,0
2,20,3,4,1,0
107,20,3,3,0,0
37,20,4,5,0,0
142,20,4,4,1,0
142,20,4,5,1,0
91,20,4,5,0,0
5,20,5,5,0,0
5,20,5,4,0,0
24,20,5,4,1,0
146,20,3,5,1,0
25,20,5,4,1,0
8,20,4,4,1,0
60,20,4,4,0,0
60,20,4,4,0,0
26,20,6,4,1,0
27,20,6,6,0,0
68,20,3,3,0,0
81,20,3,4,1,0
46,20,3,4,0,0
82,20,3,4,0,0
30,20,5,4,1,0
30,20,5,4,1,0
135,20,4,5,1,0
119,20,2,3,0,0
103,20,4,5,1,0
4,20,5,3,1,0
69,20,4,3,1,0
69,20,5,5,1,0
36,20,4,3,0,0
106,20,3,5,1,0
141,20,5,3,1,0
125,20,4,4,1,0
4,20,5,4,1,0
125,20,5,4,1,0
21,20,5,4,0,0
6,20,3,4,1,0
58,20,5,5,1,0
58,20,4,4,1,0
25,20,4,4,1,0
61,20,4,5,1,0
28,20,5,4,0,0
105,20,4,2,0,0
83,20,4,4,1,0
47,20,4,3,0,0
140,20,4,3,0,0
118,20,4,4,0,0
32,20,5,3,0,0
51,20,4,3,1,0
51,20,4,4,1,0
35,20,2,4,1,0
35,20,4,3,1,0
105,20,5,5,0,0
140,20,5,4,0,0
100,20,4,3,1,0
20,20,2,4,1,0
50,20,4,4,0,0
56,20,3,4,1,0
57,20,4,3,0,0
49,20,3,3,0,0
78,20,4,4,1,0
9,20,3,4,1,0
33,20,3,3,0,0
103,20,4,4,1,0
82,20,4,3,0,0
34,20,4,3,0,0
63,20,5,5,1,0
52,20,4,5,0,0
88,20,4,3,1,0
47,20,3,2,0,0
19,20,4,4,1,0
84,20,2,3,1,0
136,20,6,5,1,0
55,20,3,3,0,0
122,20,5,4,0,0
53,20,5,4,1,0
51,20,5,4,1,0
104,20,4,5,0,0
52,20,4,4,0,0
105,20,5,5,0,0
15,20,5,4,0,0
18,20,4,4,1,0
65,20,3,4,0,0
104,20,2,3,0,0
69,20,5,4,1,0
66,20,4,2,1,0
31,20,4,4,0,0
17,20,4,3,0,0
17,20,4,4,0,0
71,20,5,4,0,0
33,20,4,4,0,0
15,20,4,4,0,0
68,20,4,4,0,0
70,20,5,4,0,0
35,20,4,5,1,0
143,21,3,5,1,0
129,21,4,4,1,0
130,21,4,3,0,0
117,21,5,3,1,0
81,21,6,5,1,0
127,21,5,4,0,0
147,21,4,3,0,0
8,21,4,4,1,0
131,21,3,4,0,0
145,21,5,5,0,0
128,21,4,3,0,0
116,21,6,4,0,0
133,21,3,3,1,0
112,21,3,4,0,0
129,21,4,5,1,0
95,21,4,4,0,0
38,21,5,4,0,0
132,21,4,4,0,0
109,21,5,5,1,0
81,21,4,4,1,0
110,21,3,4,1,0
87,21,5,4,0,0
93,21,5,5,1,0
99,21,2,4,1,0
82,21,4,3,0,0
146,21,2,4,1,0
144,21,5,3,1,0
150,21,4,3,0,0
146,21,3,4,1,0
60,21,4,5,0,0
141,21,6,5,1,0
81,21,5,4,1,0
133,21,4,4,1,0
116,21,5,4,0,0
8,21,4,4,1,0
147,21,3,3,0,0
113,21,3,3,0,0
90,21,4,4,0,0
137,21,3,4,1,0
114,21,4,4,0,0
5,21,2,2,0,0
86,21,5,4,0,0
144,21,5,5,1,0
116,21,5,5,0,0
99,21,3,4,1,0
94,21,5,3,1,0
123,21,6,6,1,0
118,21,5,4,0,0
89,21,4,3,1,0
124,21,5,3,0,0
3,21,5,3,0,0
96,21,4,5,1,0
96,21,5,4,1,0
91,21,3,4,0,0
74,21,5,5,0,0
75,21,5,4,1,0
41,21,4,4,1,0
113,21,3,4,0,0
62,21,4,3,0,0
144,21,5,4,1,0
127,21,3,3,0,0
99,21,3,4,1,0
134,21,5,4,0,0
13,21,4,3,1,0
83,21,5,4,1,0
135,21,4,3,1,0
3,21,5,4,0,0
78,21,4,4,1,0
86,21,5,5,0,0
11,21,3,4,0,0
17,21,3,4,0,0
87,21,5,5,0,0
139,21,5,4,1,0
1,21,3,4,0,0
88,21,4,4,1,0
140,21,6,5,0,0
2,21,5,4,1,0
107,21,3,5,0,0
107,21,3,4,0,0
20,21,3,4,1,0
73,21,4,3,0,0
4,21,4,4,1,0
74,21,5,4,0,0
82,21,4,5,0,0
76,21,4,3,1,0
60,21,4,4,0,0
61,21,5,3,1,0
79,21,4,3,0,0
80,21,3,4,0,0
24,21,5,3,1,0
64,21,4,4,0,0
118,21,5,4,0,0
119,21,3,3,0,0
138,21,6,5,0,0
121,21,4,4,0,0
29,21,5,5,0,0
105,21,3,3,0,0
105,21,5,5,0,0
2,21,5,3,1,0
71,21,3,3,0,0
141,21,4,3,1,0
141,21,6,5,1,0
125,21,4,3,1,0
55,21,4,5,0,0
21,21,4,3,0,0
23,21,3,4,1,0
40,21,4,4,0,0
58,21,6,4,1,0
41,21,4,3,1,0
41,21,4,4,1,0
47,21,4,3,0,0
77,21,4,3,0,0
25,21,4,3,1,0
147,21,4,4,0,0
43,21,4,4,0,0
97,21,5,6,0,0
10,21,4,5,0,0
68,21,3,4,0,0
98,21,6,5,1,0
45,21,4,4,1,0
28,21,4,3,0,0
63,21,4,5,1,0
150,21,5,4,0,0
82,21,3,4,0,0
47,21,5,6,0,0
65,21,5,4,0,0
119,21,3,4,0,0
102,21,4,3,0,0
67,21,4,2,1,0
120,21,6,4,1,0
33,21,5,4,0,0
39,21,3,3,1,0
138,21,5,4,0,0
69,21,4,3,1,0
104,21,4,5,0,0
124,21,4,4,0,0
38,21,6,4,0,0
62,21,4,4,0,0
5,21,3,2,0,0
88,21,4,5,1,0
37,21,3,3,0,0
136,21,4,5,1,0
26,21,3,4,1,0
9,21,4,4,1,0
50,21,3,3,0,0
44,21,3,5,1,0
33,21,3,4,0,0
52,21,5,3,0,0
52,21,4,3,0,0
29,21,4,4,0,0
70,21,2,4,0,0
84,21,3,3,1,0
29,21,5,4,0,0
57,21,4,4,0,0
19,21,4,3,1,0
122,21,3,4,0,0
139,21,4,4,1,0
84,21,2,4,1,0
15,21,3,4,0,0
54,21,5,4,0,0
22,21,5,4,1,0
57,21,2,3,0,0
17,21,4,4,0,0
65,21,4,4,0,0
48,21,5,3,0,0
12,21,5,4,1,0
52,21,5,3,0,0
70,21,3,3,0,0
53,21,5,4,1,0
30,21,4,3,1,0
1,21,3,4,0,0
31,21,4,3,0,0
28,21,5,4,0,0
33,21,2,3,0,0
51,21,3,3,1,0
35,21,3,5,1,0
107,22,4,5,0,0
133,22,4,5,1,0
94,22,5,4,1,0
109,22,3,5,1,0
89,22,3,3,1,0
91,22,4,3,0,0
142,22,4,4,1,0
129,22,4,5,1,0
73,22,5,4,0,0
110,22,2,3,1,0
77,22,3,3,0,0
77,22,3,3,0,0
124,22,4,3,0,0
86,22,7,5,0,0
92,22,5,4,0,0
93,22,5,4,1,0
111,22,5,3,0,0
59,22,4,5,0,0
118,22,3,4,0,0
95,22,5,5,0,0
72,22,4,4,1,0
113,22,4,2,0,0
113,22,4,2,0,0
96,22,5,4,1,0
126,22,3,4,1,0
138,22,4,4,0,0
75,22,6,4,1,0
81,22,5,3,1,0
129,22,3,3,1,0
106,22,5,4,1,0
37,22,4,4,0,0
131,22,3,5,0,0
73,22,5,5,0,0
85,22,3,4,0,0
74,22,3,3,0,0
22,22,5,3,1,0
58,22,5,4,1,0
111,22,4,4,0,0
123,22,5,4,1,0
79,22,4,3,0,0
74,22,3,4,0,0
115,22,5,4,1,0
93,22,4,3,1,0
76,22,4,3,1,0
82,22,5,4,0,0
106,22,5,4,1,0
83,22,4,5,1,0
61,22,4,3,1,0
119,22,4,5,0,0
102,22,3,4,0,0
120,22,3,3,1,0
62,22,3,4,0,0
132,22,3,3,0,0
63,22,4,3,1,0
63,22,5,4,1,0
111,22,4,4,0,0
106,22,5,3,1,0
19,22,5,3,1,0
124,22,4,4,0,0
21,22,5,4,0,0
56,22,4,3,1,0
40,22,4,4,0,0
64,22,2,4,0,0
7,22,4,4,0,0
72,22,5,5,1,0
72,22,4,4,1,0
78,22,5,4,1,0
61,22,5,5,1,0
132,22,4,5,0,0
29,22,4,4,0,0
100,22,5,4,1,0
48,22,4,3,0,0
50,22,5,4,0,0
51,22,3,4,1,0
11,22,5,4,0,0
11,22,5,4,0,0
139,22,3,3,1,0
53,22,2,4,1,0
71,22,6,4,0,0
141,22,4,5,1,0
141,22,5,4,1,0
4,22,5,5,1,0
144,22,4,5,1,0
23,22,4,4,1,0
23,22,4,5,1,0
76,22,5,5,1,0
146,22,4,4,1,0
26,22,5,5,1,0
26,22,4,3,1,0
10,22,4,4,0,0
27,22,5,3,0,0
27,22,4,3,0,0
149,22,5,4,0,0
150,22,6,5,0,0
133,22,3,3,1,0
29,22,4,4,0,0
64,22,3,4,0,0
117,22,3,4,1,0
134,22,5,5,0,0
65,22,3,4,0,0
67,22,5,4,1,0
50,22,5,4,0,0
137,22,3,5,1,0
16,22,4,5,1,0
52,22,4,4,0,0
52,22,2,1,0,0
122,22,4,4,0,0
140,22,6,4,0,0
3,22,3,4,0,0
143,22,3,3,1,0
10,22,3,4,0,0
22,22,5,4,1,0
22,22,5,4,1,0
57,22,5,5,0,0
127,22,4,3,0,0
41,22,2,3,1,0
76,22,4,4,1,0
77,22,4,4,0,0
136,22,5,4,1,0
136,22,3,4,1,0
15,22,5,3,0,0
79,22,2,3,0,0
33,22,4,4,0,0
149,22,5,4,0,0
44,22,4,5,1,0
64,22,3,4,0,0
1,22,4,3,0,0
123,22,4,4,1,0
65,22,3,5,0,0
48,22,2,3,0,0
118,22,4,3,0,0
37,22,4,3,0,0
136,22,4,5,1,0
44,22,3,4,1,0
68,22,5,4,0,0
57,22,4,5,0,0
104,22,3,3,0,0
65,22,3,4,0,0
14,22,4,3,0,0
49,22,5,3,0,0
34,22,4,3,0,0
40,22,4,4,0,0
17,22,4,4,0,0
6,22,4,3,1,0
18,22,5,4,1,0
30,22,4,3,1,0
42,22,5,4,1,0
14,22,5,4,0,0
32,22,2,5,0,0
79,22,2,4,0,0
33,22,3,2,0,0
17,22,4,4,0,0
139,22,4,4,1,0
36,22,5,3,0,0
19,22,5,4,1,0
2,22,5,4,1,0
66,22,4,5,1,0
34,22,4,4,0,0
70,22,4,4,0,0
16,22,4,5,1,0
28,22,5,3,0,0
121,22,5,4,0,0
90,23,3,4,0,1
110,23,4,5,1,1
132,23,4,4,0,1
95,23,5,3,0,1
108,23,5,3,0,1
23,23,3,2,1,1
10,23,4,4,0,1
94,23,3,4,1,1
59,23,4,5,0,1
109,23,5,4,1,1
3,23,4,3,0,1
113,23,1,3,0,1
142,23,3,3,1,1
140,23,3,4,0,1
109,23,5,5,1,1
107,23,4,2,0,1
125,23,3,4,1,1
145,23,2,4,0,1
130,23,4,3,0,1
109,23,6,5,1,1
93,23,4,3,1,1
124,23,5,4,0,1
61,23,3,3,1,1
108,23,5,5,0,1
150,23,4,3,0,1
128,23,5,4,0,1
134,23,3,4,0,1
95,23,5,4,0,1
102,23,4,4,0,1
131,23,4,4,0,1
148,23,4,4,1,1
131,23,4,4,0,1
143,23,2,4,1,1
127,23,5,4,0,1
13,23,4,5,1,1
129,23,4,3,1,1
118,23,3,4,0,1
118,23,3,2,0,1
147,23,2,4,0,1
26,23,5,4,1,1
136,23,4,4,1,1
137,23,5,5,1,1
103,23,4,3,1,1
98,23,6,5,1,1
104,23,4,4,0,1
99,23,2,3,1,1
82,23,5,4,0,1
82,23,4,4,0,1
19,23,3,5,1,1
2,23,4,3,1,1
90,23,3,5,0,1
86,23,6,5,0,1
5,23,3,3,0,1
5,23,2,3,0,1
58,23,5,3,1,1
76,23,6,4,1,1
59,23,5,5,0,1
